ItemID,HighPrice,LowPrice,Date,Timestamp
2,255.0,253.0,2024-10-30 12:29:10
6,194880.0,184512.0,2024-10-30 12:29:10
8,182499.0,175525.0,2024-10-30 12:29:10
10,183304.0,182000.0,2024-10-30 12:29:10
12,190116.0,183033.0,2024-10-30 12:29:10
28,361.0,351.0,2024-10-30 12:29:10
30,850.0,918.0,2024-10-30 12:29:10
36,139.0,139.0,2024-10-30 12:29:10
39,3.0,3.0,2024-10-30 12:29:10
40,7.0,6.0,2024-10-30 12:29:10
41,23.0,22.0,2024-10-30 12:29:10
42,35.0,37.0,2024-10-30 12:29:10
43,99.0,96.0,2024-10-30 12:29:10
44,256.0,256.0,2024-10-30 12:29:10
45,74.0,72.0,2024-10-30 12:29:10
46,36.0,31.0,2024-10-30 12:29:10
47,76.0,65.0,2024-10-30 12:29:10
48,15.0,15.0,2024-10-30 12:29:10
50,54.0,54.0,2024-10-30 12:29:10
52,1.0,1.0,2024-10-30 12:29:10
53,9.0,9.0,2024-10-30 12:29:10
54,16.0,12.0,2024-10-30 12:29:10
56,23.0,22.0,2024-10-30 12:29:10
58,48.0,45.0,2024-10-30 12:29:10
60,18.0,15.0,2024-10-30 12:29:10
62,114.0,106.0,2024-10-30 12:29:10
64,81.0,78.0,2024-10-30 12:29:10
66,370.0,368.0,2024-10-30 12:29:10
68,229.0,225.0,2024-10-30 12:29:10
70,1125.0,1107.0,2024-10-30 12:29:10
72,730.0,711.0,2024-10-30 12:29:10
91,433.0,422.0,2024-10-30 12:29:10
93,473.0,401.0,2024-10-30 12:29:10
95,532.0,507.0,2024-10-30 12:29:10
97,935.0,879.0,2024-10-30 12:29:10
99,7000.0,6972.0,2024-10-30 12:29:10
101,1693.0,1638.0,2024-10-30 12:29:10
103,3539.0,3527.0,2024-10-30 12:29:10
105,3830.0,3825.0,2024-10-30 12:29:10
107,3720.0,3700.0,2024-10-30 12:29:10
109,2646.0,2610.0,2024-10-30 12:29:10
111,3199.0,3087.0,2024-10-30 12:29:10
113,128.0,123.0,2024-10-30 12:29:10
115,84.0,81.0,2024-10-30 12:29:10
117,52.0,52.0,2024-10-30 12:29:10
119,29.0,28.0,2024-10-30 12:29:10
121,4.0,4.0,2024-10-30 12:29:10
123,3.0,15.0,2024-10-30 12:29:10
125,2.0,2.0,2024-10-30 12:29:10
127,45.0,49.0,2024-10-30 12:29:10
129,37.0,36.0,2024-10-30 12:29:10
131,22.0,22.0,2024-10-30 12:29:10
133,540.0,513.0,2024-10-30 12:29:10
135,228.0,228.0,2024-10-30 12:29:10
137,161.0,158.0,2024-10-30 12:29:10
139,7205.0,7227.0,2024-10-30 12:29:10
141,4769.0,4829.0,2024-10-30 12:29:10
143,2498.0,2359.0,2024-10-30 12:29:10
145,1136.0,1116.0,2024-10-30 12:29:10
147,815.0,760.0,2024-10-30 12:29:10
149,359.0,350.0,2024-10-30 12:29:10
151,49.0,99.0,2024-10-30 12:29:10
153,82.0,10.0,2024-10-30 12:29:10
155,25.0,6.0,2024-10-30 12:29:10
157,3900.0,3911.0,2024-10-30 12:29:10
159,2481.0,2481.0,2024-10-30 12:29:10
161,1231.0,1318.0,2024-10-30 12:29:10
163,3649.0,3610.0,2024-10-30 12:29:10
165,2113.0,2087.0,2024-10-30 12:29:10
167,1057.0,1057.0,2024-10-30 12:29:10
169,1900.0,1857.0,2024-10-30 12:29:10
171,1394.0,1206.0,2024-10-30 12:29:10
173,704.0,683.0,2024-10-30 12:29:10
175,120.0,120.0,2024-10-30 12:29:10
177,82.0,82.0,2024-10-30 12:29:10
179,45.0,43.0,2024-10-30 12:29:10
